"decimalLongitude","decimalLatitude"
-120.42033,46.44762
-120.42033,46.44762
-120.42033,46.44762
-121.2664,46.9649
-121.12952,46.6565
-121.4693,46.0431
-121.4337,46.1053
-121.4337,46.1053
-121.4337,46.1053
-121.4337,46.1053
-121.4337,46.1053
-121.1372,46.227
-121.32,46.62
-121.32,46.62
-117.46907,46.70274
-117.37047,46.63536
-117.37047,46.63536
-117.37047,46.63536
-117.37047,46.63536
-117.37047,46.63536
-117.36434,46.88016
-117.4683,46.7031
-117.1701,46.7277
-117.1665,46.7267
-117.36017,46.68668
-117.26,46.65
-117.26,46.65
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
